area sembrada,area cosechada,produccion,cultivo,PERIODO,rendimiento,municipio,prediccion
23,21,294,PAPA,2017A,14,SOGAMOSO,13.375
7,7,84,PAPA,2017A,12,PAUNA,12.375
2,2,12,PAPA,2017A,6,BETEITIVA,6.5
70,70,700,PAPA,2017B,10,TUNJA,10
50,48,624,PAPA,2017B,13,BELEN,12.83333333
30,29,290,PAPA,2017B,10,PESCA,10
20,18,198,PAPA,2017B,11,CHIQUIZA,9.8
20,20,300,PAPA,2017B,15,SIACHOQUE,15
10,9,54,PAPA,2017B,6,MOTAVITA,6.325
1300,1300,19500,PAPA,2018A,15,SORACA,16.36
60,60,780,PAPA,2018A,13,BELEN,12.46642857
15,15,90,PAPA,2018A,6,MOTAVITA,7
10,10,120,PAPA,2018A,12,SOCOTA,12.80607143
8,8,64,PAPA,2018A,8,VIRACACHA,8
5,5,25,PAPA,2018A,5.08,SAN MIGUEL DE SEMA,6
4,4,17,PAPA,2018A,4.15,ALMEIDA,7.476190476
120,120,180,ARVEJA,2006B,1.5,PESCA,1.8
120,120,240,ARVEJA,2006B,2,SOCOTA,1.975
100,100,50,ARVEJA,2006B,0.5,UMBITA,0.50075
91,39,68,ARVEJA,2006B,1.75,RAMIRIQUI,1.56
85,85,132,ARVEJA,2006B,1.55,GUATEQUE,1.56875
60,54,86,ARVEJA,2006B,1.59,FIRAVITOBA,1.66
50,50,80,ARVEJA,2006B,1.6,BUENAVISTA,1.66375
50,50,80,ARVEJA,2006B,1.6,JENESANO,1.66375
38,17,20,ARVEJA,2006B,1.16,TURMEQUE,1.11
34,34,37,ARVEJA,2006B,1.1,TENZA,1.13875
20,18,36,ARVEJA,2006B,2,AQUITANIA,2
20,20,24,ARVEJA,2006B,1.2,BOAVITA,1.2
20,20,40,ARVEJA,2006B,2,GARAGOA,2
20,18,36,ARVEJA,2006B,2,MOTAVITA,2
20,20,25,ARVEJA,2006B,1.25,PANQUEBA,1.236
20,19,20,ARVEJA,2006B,1.05,SANTA ROSA DE VITERBO,1.05
15,12,24,ARVEJA,2006B,2,SOCHA,1.873333333
10,10,8,ARVEJA,2006B,0.8,CHISCAS,0.84
10,7,7,ARVEJA,2006B,1,CHIVOR,0.99125
10,6,6,ARVEJA,2006B,1,OICATA,1
9,9,11,ARVEJA,2006B,1.23,MIRAFLORES,1.216
8,2,2,ARVEJA,2006B,1,RONDON,0.915
2,2,4,ARVEJA,2006B,2,TIPACOQUE,2
1000,800,1680,ARVEJA,2007A,2.1,SAMACA,1.998571429
100,96,160,ARVEJA,2007A,1.67,TUNJA,1.931
60,30,60,ARVEJA,2007A,2,MONGUI,1.768
55,50,82,ARVEJA,2007A,1.65,FIRAVITOBA,1.715833333
20,20,40,ARVEJA,2007A,2,GARAGOA,2
15,15,20,ARVEJA,2007A,1.33,TURMEQUE,1.318333333
8,8,10,ARVEJA,2007A,1.33,NOBSA,1.282857143
7,7,11,ARVEJA,2007A,1.5,FLORESTA,1.7
4,1,1,ARVEJA,2007A,1,RONDON,0.8905
2606,2000,4200,ARVEJA,2007B,2.1,SAMACA,1.40875
220,200,320,ARVEJA,2007B,1.6,SIACHOQUE,1.628125
100,85,155,ARVEJA,2007B,1.82,TASCO,1.781
70,70,56,ARVEJA,2007B,0.8,CHIVATA,0.865
65,65,98,ARVEJA,2007B,1.5,BOYACA,1.5
50,45,81,ARVEJA,2007B,1.8,MONGUI,1.8
50,45,56,ARVEJA,2007B,1.24,SORA,1.314
31,30,51,ARVEJA,2007B,1.7,TINJACA,1.63625
13,12,8,ARVEJA,2007B,0.7,CHINAVITA,0.685
5,5,5,ARVEJA,2007B,1,CHISCAS,1
2,2,3,ARVEJA,2007B,1.5,TIPACOQUE,1.5
1274,1076,2260,ARVEJA,2008A,2.1,SAMACA,1.878571429
600,500,940,ARVEJA,2008A,1.88,CIENEGA,1.878571429
45,45,60,ARVEJA,2008A,1.33,JENESANO,1.394
36,36,47,ARVEJA,2008A,1.3,BUENAVISTA,1.355
25,25,50,ARVEJA,2008A,2,MOTAVITA,2
23,22,23,ARVEJA,2008A,1.05,SANTA ROSA DE VITERBO,1.05
15,10,16,ARVEJA,2008A,1.6,BETEITIVA,1.6575
10,10,18,ARVEJA,2008A,1.75,TUTA,1.8
9,7,10,ARVEJA,2008A,1.43,SOCHA,1.4
7,7,9,ARVEJA,2008A,1.3,GAMEZA,1.315
6,4,3,ARVEJA,2008A,0.7,SAN MIGUEL DE SEMA,0.857714286
5,5,8,ARVEJA,2008A,1.57,NOBSA,1.581428571
5,5,5,ARVEJA,2008A,1,CHISCAS,1
5,5,4,ARVEJA,2008A,0.8,GUACAMAYAS,0.7
3,3,5,ARVEJA,2008A,1.8,PAIPA,1.7675
2,2,1,ARVEJA,2008A,0.25,CHIVOR,0.63
100,100,70,ARVEJA,2008B,0.7,COMBITA,0.764
50,50,35,ARVEJA,2008B,0.7,CALDAS,0.6875
50,40,33,ARVEJA,2008B,0.83,SABOYA,0.7755
50,45,58,ARVEJA,2008B,1.29,SORA,1.314
40,35,50,ARVEJA,2008B,1.43,JENESANO,1.45
40,40,56,ARVEJA,2008B,1.4,TOTA,1.405
30,30,15,ARVEJA,2008B,0.5,CUITIVA,0.504791667
30,30,25,ARVEJA,2008B,0.84,SOGAMOSO,0.8375
20,15,29,ARVEJA,2008B,1.93,AQUITANIA,1.828
20,20,18,ARVEJA,2008B,0.88,MONGUA,0.879
16,3,5,ARVEJA,2008B,1.8,PACHAVITA,1.44
10,10,13,ARVEJA,2008B,1.3,BUENAVISTA,1.318809524
9,9,14,ARVEJA,2008B,1.56,SOCHA,1.644
7,7,7,ARVEJA,2008B,1,BETEITIVA,0.99125
5,5,5,ARVEJA,2008B,1,CHISCAS,1
5,5,7,ARVEJA,2008B,1.3,TOPAGA,1.328333333
3,3,3,ARVEJA,2008B,1,BUSBANZA,1
3,3,5,ARVEJA,2008B,1.67,TIPACOQUE,1.691428571
108,108,108,ARVEJA,2009A,1,ARCABUCO,1.0925
45,40,52,ARVEJA,2009A,1.3,SORA,1.405
35,35,29,ARVEJA,2009A,0.84,SOGAMOSO,0.9
25,25,38,ARVEJA,2009A,1.5,JENESANO,1.5
19,19,38,ARVEJA,2009A,2,GARAGOA,1.95
18,18,18,ARVEJA,2009A,1,CHIVOR,1
16,16,24,ARVEJA,2009A,1.5,SOTAQUIRA,1.499
12,11,13,ARVEJA,2009A,1.23,MIRAFLORES,1.150714286
10,6,11,ARVEJA,2009A,1.8,BELEN,1.7755
10,10,13,ARVEJA,2009A,1.3,GAMEZA,1.318809524
10,9,14,ARVEJA,2009A,1.5,SUSACON,1.644
10,10,11,ARVEJA,2009A,1.05,TIBASOSA,1.0625
8,8,4,ARVEJA,2009A,0.5,GACHANTIVA,0.495428571
680,600,840,ARVEJA,2009B,1.4,CIENEGA,2.1
120,100,100,ARVEJA,2009B,1,ARCABUCO,1.0375
50,45,59,ARVEJA,2009B,1.3,SORA,1.314
50,40,76,ARVEJA,2009B,1.9,VENTAQUEMADA,1.825
40,35,46,ARVEJA,2009B,1.3,NUEVO COLON,1.12625
30,30,32,ARVEJA,2009B,1.05,VIRACACHA,1.075
19,19,19,ARVEJA,2009B,1.05,SANTA ROSA DE VITERBO,0.967083333
18,18,36,ARVEJA,2009B,2,GARAGOA,1.8
10,10,7,ARVEJA,2009B,0.7,CHITA,0.7
7,6,9,ARVEJA,2009B,1.5,LA UVITA,1.618
6,5,5,ARVEJA,2009B,1,SUTATENZA,0.915
5,5,8,ARVEJA,2009B,1.6,NOBSA,1.6
5,5,6,ARVEJA,2009B,1.3,VILLA DE LEYVA,1.202142857
1,1,1,ARVEJA,2009B,1,BUSBANZA,1.3375
95,95,143,ARVEJA,2010A,1.5,SORACA,1.5
30,30,45,ARVEJA,2010A,1.5,BOYACA,1.452727273
30,28,20,ARVEJA,2010A,0.7,CHITA,0.7
30,24,24,ARVEJA,2010A,1,CHIVATA,1
26,26,28,ARVEJA,2010A,1.1,TENZA,1.045
25,25,44,ARVEJA,2010A,1.75,JENESANO,1.703
20,5,5,ARVEJA,2010A,1,BOAVITA,0.915
20,19,23,ARVEJA,2010A,1.23,MIRAFLORES,1.21
12,11,8,ARVEJA,2010A,0.7,CHINAVITA,0.7
11,11,14,ARVEJA,2010A,1.3,GAMEZA,1.22952381
10,10,18,ARVEJA,2010A,1.75,TUTA,1.8
6,6,9,ARVEJA,2010A,1.5,LA UVITA,1.5
5,3,5,ARVEJA,2010A,1.6,CORRALES,1.625
3,3,5,ARVEJA,2010A,1.5,TIPACOQUE,1.625
450,450,630,ARVEJA,2010B,1.4,CIENEGA,1.386
60,60,60,ARVEJA,2010B,1,CHIQUINQUIRA,1.028125
50,35,49,ARVEJA,2010B,1.4,TOTA,1.5
50,45,86,ARVEJA,2010B,1.9,VENTAQUEMADA,1.75
35,35,70,ARVEJA,2010B,2,JENESANO,1.96
35,35,38,ARVEJA,2010B,1.1,TENZA,1.13875
30,28,28,ARVEJA,2010B,1,ARCABUCO,1.025
15,10,15,ARVEJA,2010B,1.5,PISBA,1.49
15,15,16,ARVEJA,2010B,1.05,UMBITA,1.025
12,11,21,ARVEJA,2010B,1.9,TASCO,1.7375
8,8,14,ARVEJA,2010B,1.75,TUTA,1.77202381
6,6,9,ARVEJA,2010B,1.42,CORRALES,1.5
6,6,11,ARVEJA,2010B,1.75,PAIPA,1.8225
5,5,4,ARVEJA,2010B,0.7,LABRANZAGRANDE,0.7
5,5,4,ARVEJA,2010B,0.7,SAN MIGUEL DE SEMA,0.7
129,50,35,ARVEJA,2011A,0.7,SABOYA,0.6875
60,60,66,ARVEJA,2011A,1.1,VIRACACHA,1.168125
50,20,36,ARVEJA,2011A,1.8,CUCAITA,1.81
40,28,42,ARVEJA,2011A,1.5,SUSACON,1.45
26,26,46,ARVEJA,2011A,1.75,JENESANO,1.629666667
18,18,23,ARVEJA,2011A,1.3,TOPAGA,1.3
18,18,22,ARVEJA,2011A,1.2,VENTAQUEMADA,1.3
12,11,13,ARVEJA,2011A,1.23,TURMEQUE,1.150714286
8,8,14,ARVEJA,2011A,1.8,ALMEIDA,1.77202381
8,7,17,ARVEJA,2011A,2.45,CHISCAS,2
6,6,10,ARVEJA,2011A,1.8,MACANAL,1.61875
5,3,5,ARVEJA,2011A,1.6,CORRALES,1.5
5,5,5,ARVEJA,2011A,1,PAZ DE RIO,1
5,3,6,ARVEJA,2011A,2,SAN MIGUEL DE SEMA,1.76
3,3,5,ARVEJA,2011A,1.9,CERINZA,1.5
400,390,510,ARVEJA,2011B,1.31,CIENEGA,1.325714286
51,51,92,ARVEJA,2011B,1.8,CHIQUIZA,1.8
50,45,63,ARVEJA,2011B,1.4,VENTAQUEMADA,1.394
35,35,39,ARVEJA,2011B,1.1,TENZA,1.12625
30,30,60,ARVEJA,2011B,2,MONGUA,1.993
30,30,33,ARVEJA,2011B,1.1,VIRACACHA,1.095
20,16,16,ARVEJA,2011B,1,CHIVATA,1
17,17,36,ARVEJA,2011B,2.1,GARAGOA,2.416666667
8,8,14,ARVEJA,2011B,1.8,SUTAMARCHAN,1.77202381
5,5,4,ARVEJA,2011B,0.7,SAN EDUARDO,0.7
4,3,8,ARVEJA,2011B,2.5,CERINZA,2.233333333
3,3,3,ARVEJA,2011B,1.1,SOATA,1
3,3,5,ARVEJA,2011B,1.5,TIPACOQUE,1.8
2,2,3,ARVEJA,2011B,1.4,PAIPA,1.5
154,154,246,ARVEJA,2012A,1.6,BOYACA,1.429583333
71,71,75,ARVEJA,2012A,1.05,TUNJA,1.34
50,45,45,ARVEJA,2012A,1,SOCHA,0.97375
25,20,14,ARVEJA,2012A,0.7,CHITA,0.7
21,20,60,ARVEJA,2012A,3,SANTA ROSA DE VITERBO,2.5625
20,20,33,ARVEJA,2012A,1.65,JENESANO,1.62
15,15,24,ARVEJA,2012A,1.58,GARAGOA,1.554
15,8,14,ARVEJA,2012A,1.8,TINJACA,1.77202381
10,8,20,ARVEJA,2012A,2.5,TOPAGA,2.475
5,5,13,ARVEJA,2012A,2.5,TIBASOSA,2.466666667
5,5,2,ARVEJA,2012A,0.4,BOAVITA,0.3
4,4,8,ARVEJA,2012A,2.1,PACHAVITA,1.95
4,4,4,ARVEJA,2012A,1.1,SOATA,0.975
60,50,150,ARVEJA,2012B,3,VENTAQUEMADA,2
59,50,110,ARVEJA,2012B,2.2,PESCA,2
50,40,48,ARVEJA,2012B,1.2,CHIQUINQUIRA,1.07875
45,45,50,ARVEJA,2012B,1.1,TENZA,1.3
35,18,24,ARVEJA,2012B,1.33,BUENAVISTA,1.3
35,27,22,ARVEJA,2012B,0.81,CHIVATA,0.74
25,25,50,ARVEJA,2012B,2,TOTA,2
20,20,36,ARVEJA,2012B,1.8,TINJACA,1.81
12,8,24,ARVEJA,2012B,3,NOBSA,2.475
10,8,4,ARVEJA,2012B,0.5,BOAVITA,0.459
10,8,6,ARVEJA,2012B,0.7,CHITA,0.745555556
10,9,15,ARVEJA,2012B,1.7,RAMIRIQUI,1.644
4,3,3,ARVEJA,2012B,1,LABRANZAGRANDE,1.010714286
4,4,6,ARVEJA,2012B,1.4,PAIPA,1.45
4,4,2,ARVEJA,2012B,0.5,PISBA,0.473333333
4,4,4,ARVEJA,2012B,1,SATIVANORTE,1
3,3,4,ARVEJA,2012B,1.6,OICATA,1.4
3,3,3,ARVEJA,2012B,1.1,SOATA,1
150,130,195,ARVEJA,2013A,1.5,BOYACA,1.555833333
90,60,120,ARVEJA,2013A,2,SAN MIGUEL DE SEMA,1.991111111
50,50,55,ARVEJA,2013A,1.1,SIACHOQUE,1.07
45,40,28,ARVEJA,2013A,0.7,CALDAS,0.7
30,30,90,ARVEJA,2013A,3,SOGAMOSO,2.089
20,20,28,ARVEJA,2013A,1.4,GARAGOA,1.4
12,12,13,ARVEJA,2013A,1.1,GAMEZA,1.083690476
10,8,6,ARVEJA,2013A,0.7,CHITA,0.795555556
10,10,10,ARVEJA,2013A,1,CHIVOR,1
10,10,25,ARVEJA,2013A,2.5,SANTA SOFIA,2.196666667
6,5,3,ARVEJA,2013A,0.53,LABRANZAGRANDE,0.57
6,5,9,ARVEJA,2013A,1.75,VENTAQUEMADA,1.6
5,3,3,ARVEJA,2013A,1,FLORESTA,1.019047619
5,5,6,ARVEJA,2013A,1.2,MIRAFLORES,1.177142857
5,5,9,ARVEJA,2013A,2,SUTATENZA,1.8
5,5,9,ARVEJA,2013A,1.75,TIBASOSA,1.8
5,4,3,ARVEJA,2013A,0.72,ZETAQUIRA,0.857380952
3,3,2,ARVEJA,2013A,0.5,PISBA,0.704166667
100,100,123,ARVEJA,2013B,1.23,TIBANA,1.3425
50,50,18,ARVEJA,2013B,0.35,SOCHA,0.38
30,30,36,ARVEJA,2013B,1.2,CUITIVA,1.18
30,25,18,ARVEJA,2013B,0.7,SOGAMOSO,0.705
23,23,32,ARVEJA,2013B,1.4,COMBITA,1.36
20,20,25,ARVEJA,2013B,1.23,TIBASOSA,1.236
14,14,10,ARVEJA,2013B,0.7,PACHAVITA,0.666875
8,8,8,ARVEJA,2013B,1.05,CHISCAS,1.025
4,4,6,ARVEJA,2013B,1.5,ALMEIDA,1.45
2,2,1,ARVEJA,2013B,0.7,CERINZA,0.46
2,2,1,ARVEJA,2013B,0.7,SAN EDUARDO,0.46
260,260,562,ARVEJA,2014A,2.16,SAMACA,1.9305
132,132,123,ARVEJA,2014A,0.93,SABOYA,0.9925
60,50,58,ARVEJA,2014A,1.16,SAN MIGUEL DE SEMA,1.085
45,45,73,ARVEJA,2014A,1.63,RAMIRIQUI,1.6225
20,18,15,ARVEJA,2014A,0.81,CHIVATA,1.005
15,10,19,ARVEJA,2014A,1.88,VENTAQUEMADA,1.95
10,8,7,ARVEJA,2014A,0.86,BOAVITA,0.9025
10,10,16,ARVEJA,2014A,1.63,TASCO,1.6575
8,7,12,ARVEJA,2014A,1.69,MONGUI,1.688333333
5,5,8,ARVEJA,2014A,1.55,ALMEIDA,1.581428571
3,3,5,ARVEJA,2014A,1.61,TIPACOQUE,1.54125
100,98,157,ARVEJA,2014B,1.6,TOCA,1.516
80,70,125,ARVEJA,2014B,1.78,CUCAITA,1.7375
60,20,38,ARVEJA,2014B,1.92,PESCA,1.91
30,30,36,ARVEJA,2014B,1.2,TUNJA,1.18
20,18,15,ARVEJA,2014B,0.81,CHIVATA,1
20,20,22,ARVEJA,2014B,1.09,TENZA,1.101666667
15,15,13,ARVEJA,2014B,0.89,CHIVOR,0.8
10,10,9,ARVEJA,2014B,0.96,LA CAPILLA,0.907
4,3,2,ARVEJA,2014B,0.61,LABRANZAGRANDE,0.545
3,3,5,ARVEJA,2014B,1.55,ALMEIDA,1.691428571
2,2,3,ARVEJA,2014B,1.33,VILLA DE LEYVA,1.4925
1,1,1,ARVEJA,2014B,0.73,GUACAMAYAS,0.98
1,1,2,ARVEJA,2014B,1.55,JERICO,1.721428571
150,150,84,ARVEJA,2015A,0.56,TOTA,0.6925
140,140,131,ARVEJA,2015A,0.93,SABOYA,0.9925
130,130,182,ARVEJA,2015A,1.4,SORACA,1.500833333
100,60,39,ARVEJA,2015A,0.65,SAN MIGUEL DE SEMA,0.575
25,25,16,ARVEJA,2015A,0.65,COMBITA,0.63125
25,20,23,ARVEJA,2015A,1.17,MIRAFLORES,1.101666667
25,25,18,ARVEJA,2015A,0.7,RONDON,0.705
20,10,3,ARVEJA,2015A,0.33,CALDAS,0.309
20,20,16,ARVEJA,2015A,0.79,UMBITA,0.80125
16,16,7,ARVEJA,2015A,0.47,MONGUI,0.447142857
15,9,4,ARVEJA,2015A,0.42,BUENAVISTA,0.42
15,12,17,ARVEJA,2015A,1.4,VENTAQUEMADA,1.4
13,11,15,ARVEJA,2015A,1.4,SANTA ROSA DE VITERBO,1.226666667
10,9,13,ARVEJA,2015A,1.4,TINJACA,1.423333333
10,8,15,ARVEJA,2015A,1.87,TOPAGA,1.843214286
8,7,5,ARVEJA,2015A,0.7,PACHAVITA,0.67
5,5,7,ARVEJA,2015A,1.4,CHISCAS,1.328333333
5,5,6,ARVEJA,2015A,1.4,PAIPA,1.245
3,2,2,ARVEJA,2015A,1.17,IZA,0.8835
2,2,1,ARVEJA,2015A,0.47,CERINZA,0.587
250,250,421,ARVEJA,2015B,1.68,SAMACA,1.5805
150,140,196,ARVEJA,2015B,1.4,TOCA,1.429583333
60,20,33,ARVEJA,2015B,1.64,PESCA,1.645
40,40,22,ARVEJA,2015B,0.56,TOTA,0.490666667
30,28,20,ARVEJA,2015B,0.7,SOGAMOSO,0.7
25,25,29,ARVEJA,2015B,1.17,RONDON,1.17375
20,20,9,ARVEJA,2015B,0.47,CHIVOR,0.5275
16,16,7,ARVEJA,2015B,0.47,MONGUI,0.462142857
15,14,13,ARVEJA,2015B,0.93,MIRAFLORES,0.865
12,10,8,ARVEJA,2015B,0.84,LA CAPILLA,0.8
12,12,14,ARVEJA,2015B,1.17,SOTAQUIRA,1.1625
10,10,5,ARVEJA,2015B,0.47,ARCABUCO,0.505
10,8,15,ARVEJA,2015B,1.87,TOPAGA,1.843214286
8,6,4,ARVEJA,2015B,0.7,SATIVANORTE,0.66875
7,2,2,ARVEJA,2015B,0.93,SAN EDUARDO,0.915
5,5,2,ARVEJA,2015B,0.4,GUACAMAYAS,0.3
3,3,3,ARVEJA,2015B,0.85,VILLA DE LEYVA,1
3,3,1,ARVEJA,2015B,0.23,EL ESPINO,0.384553571
3,3,3,ARVEJA,2015B,0.93,SUSACON,1
3,3,2,ARVEJA,2015B,0.7,ZETAQUIRA,0.704166667
2,2,1,ARVEJA,2015B,0.47,CERINZA,0.557
1,1,0,ARVEJA,2015B,0.51,SOATA,0.335
250,220,116,ARVEJA,2016A,0.53,SABOYA,0.665
126,126,176,ARVEJA,2016A,1.4,TUNJA,1.500833333
50,45,24,ARVEJA,2016A,0.53,BOYACA,0.444
22,20,14,ARVEJA,2016A,0.7,COMBITA,0.7
15,12,17,ARVEJA,2016A,1.4,MIRAFLORES,1.4
14,14,10,ARVEJA,2016A,0.7,SOTAQUIRA,0.666875
12,11,12,ARVEJA,2016A,1.05,SANTA ROSA DE VITERBO,1.098857143
10,9,9,ARVEJA,2016A,1,TINJACA,0.96425
8,8,6,ARVEJA,2016A,0.7,BUENAVISTA,0.703571429
8,8,7,ARVEJA,2016A,0.84,CORRALES,0.9025
8,8,12,ARVEJA,2016A,1.5,FIRAVITOBA,1.515
8,8,3,ARVEJA,2016A,0.42,SATIVASUR,0.390625
8,8,4,ARVEJA,2016A,0.53,TASCO,0.474761905
7,7,4,ARVEJA,2016A,0.6,SUSACON,0.6185
5,5,4,ARVEJA,2016A,0.7,BETEITIVA,0.7
5,5,6,ARVEJA,2016A,1.2,CHISCAS,1.202142857
5,4,4,ARVEJA,2016A,0.88,TOPAGA,0.99
4,4,2,ARVEJA,2016A,0.53,PAYA,0.473333333
4,4,4,ARVEJA,2016A,0.93,SOCHA,1
3,3,6,ARVEJA,2016A,2,VILLA DE LEYVA,1.793333333
3,3,3,ARVEJA,2016A,1.05,CERINZA,1
250,250,131,ARVEJA,2016B,0.53,SABOYA,0.815
250,250,306,ARVEJA,2016B,1.23,SAMACA,1.36875
176,176,216,ARVEJA,2016B,1.23,SORACA,1.235
15,15,5,ARVEJA,2016B,0.35,BOAVITA,0.3
15,15,16,ARVEJA,2016B,1.05,GAMEZA,1.025
7,5,2,ARVEJA,2016B,0.3,TURMEQUE,0.38
5,4,3,ARVEJA,2016B,0.7,CORRALES,0.857380952
5,5,4,ARVEJA,2016B,0.7,CUITIVA,0.73
5,5,5,ARVEJA,2016B,1.05,GACHANTIVA,1
5,4,2,ARVEJA,2016B,0.5,GUACAMAYAS,0.395833333
100,100,56,ARVEJA,2017A,0.56,CIENEGA,0.57775
100,70,114,ARVEJA,2017A,1.64,TOCA,1.685416667
40,40,56,ARVEJA,2017A,1.4,SOCOTA,1.525
26,26,17,ARVEJA,2017A,0.65,RONDON,0.592916667
20,2,1,ARVEJA,2017A,0.56,CHIVATA,0.557
16,16,9,ARVEJA,2017A,0.56,UMBITA,0.616875
15,12,20,ARVEJA,2017A,1.64,MIRAFLORES,1.705555556
14,13,12,ARVEJA,2017A,0.93,PACHAVITA,0.941666667
10,10,6,ARVEJA,2017A,0.56,BOAVITA,0.65
10,8,9,ARVEJA,2017A,1.17,SANTA SOFIA,1.04125
10,10,12,ARVEJA,2017A,1.21,VIRACACHA,1.214166667
8,8,7,ARVEJA,2017A,0.93,SUSACON,0.9025
5,5,2,ARVEJA,2017A,0.47,CHISCAS,0.3
5,5,2,ARVEJA,2017A,0.47,DUITAMA,0.3
2,2,3,ARVEJA,2017A,1.4,TUTAZA,1.45
1,1,0,ARVEJA,2017A,0.47,PAZ DE RIO,0.335
140,140,105,ARVEJA,2017B,0.75,CIENEGA,0.815
40,38,76,ARVEJA,2017B,2.01,CALDAS,1.9275
32,31,29,ARVEJA,2017B,0.93,LA CAPILLA,0.9
15,15,7,ARVEJA,2017B,0.47,BOAVITA,0.462142857
15,15,16,ARVEJA,2017B,1.07,MOTAVITA,1.035
12,12,10,ARVEJA,2017B,0.84,GARAGOA,0.775
12,9,12,ARVEJA,2017B,1.35,LA UVITA,1.35
10,9,4,ARVEJA,2017B,0.47,LABRANZAGRANDE,0.42
10,10,12,ARVEJA,2017B,1.21,VIRACACHA,1.209166667
8,6,4,ARVEJA,2017B,0.75,JERICO,0.66875
8,8,12,ARVEJA,2017B,1.64,MIRAFLORES,1.515
7,7,6,ARVEJA,2017B,0.79,GUICAN,0.8575
5,5,3,ARVEJA,2017B,0.56,SUTAMARCHAN,0.53125
4,3,4,ARVEJA,2017B,1.17,CHINAVITA,1.4
4,4,2,ARVEJA,2017B,0.56,PAYA,0.57
700,700,654,ARVEJA,2018A,0.93,SABOYA,1.386
203,203,152,ARVEJA,2018A,0.75,CIENEGA,0.815
200,200,280,ARVEJA,2018A,1.4,TUNJA,1.31
100,100,140,ARVEJA,2018A,1.4,TOCA,1.446
80,80,45,ARVEJA,2018A,0.56,SIACHOQUE,0.6225
72,72,67,ARVEJA,2018A,0.93,RAQUIRA,0.931875
60,60,84,ARVEJA,2018A,1.4,CUCAITA,1.375277778
50,50,93,ARVEJA,2018A,1.87,TIBANA,1.8
30,30,21,ARVEJA,2018A,0.7,CHIVATA,0.675
20,20,40,ARVEJA,2018A,2,FIRAVITOBA,2
20,20,28,ARVEJA,2018A,1.4,VENTAQUEMADA,1.4
15,15,8,ARVEJA,2018A,0.56,SUTAMARCHAN,0.485
10,10,19,ARVEJA,2018A,1.93,SUTATENZA,1.95
10,10,19,ARVEJA,2018A,1.87,TIBASOSA,1.95
10,10,6,ARVEJA,2018A,0.57,TOPAGA,0.635
10,10,12,ARVEJA,2018A,1.21,VIRACACHA,1.209166667
8,8,11,ARVEJA,2018A,1.4,SORA,1.4
2,2,0,ARVEJA,2018A,0.18,COVARACHIA,0.335
65,62,31,FRIJOL,2006B,0.5,SUSACON,0.499545455
60,60,42,FRIJOL,2006B,0.7,FIRAVITOBA,0.7
60,60,105,FRIJOL,2006B,1.75,TIBANA,1.691666667
50,50,75,FRIJOL,2006B,1.5,MIRAFLORES,1.478194444
50,50,75,FRIJOL,2006B,1.5,ZETAQUIRA,1.478194444
40,40,25,FRIJOL,2006B,0.63,OTANCHE,0.569
40,39,16,FRIJOL,2006B,0.41,SAN PABLO DE BORBUR,0.423809524
30,30,60,FRIJOL,2006B,2,MACANAL,1.993
30,20,16,FRIJOL,2006B,0.8,SAN MATEO,0.75
23,21,36,FRIJOL,2006B,1.71,GUAYATA,1.81
20,20,17,FRIJOL,2006B,0.85,CHINAVITA,0.755
20,20,16,FRIJOL,2006B,0.8,CHITARAQUE,0.75
10,10,7,FRIJOL,2006B,0.7,TIBASOSA,0.7
6,6,8,FRIJOL,2006B,1.4,SANTA ROSA DE VITERBO,1.346547619
5,5,7,FRIJOL,2006B,1.4,SOGAMOSO,1.386666667
2,2,3,FRIJOL,2006B,1.5,CERINZA,1.5
150,140,170,FRIJOL,2007A,1.21,PANQUEBA,1.025
115,112,90,FRIJOL,2007A,0.8,SOCHA,0.8275
70,64,54,FRIJOL,2007A,0.84,CHITA,0.9
40,40,25,FRIJOL,2007A,0.63,OTANCHE,0.569
14,6,9,FRIJOL,2007A,1.5,TUTA,1.618
12,10,8,FRIJOL,2007A,0.8,TOPAGA,0.8
11,9,5,FRIJOL,2007A,0.5,SOATA,0.5
10,10,5,FRIJOL,2007A,0.5,PESCA,0.5
7,6,8,FRIJOL,2007A,1.4,SANTA ROSA DE VITERBO,1.346547619
6,6,8,FRIJOL,2007A,1.33,SOGAMOSO,1.346547619
3,3,5,FRIJOL,2007A,1.5,CERINZA,1.671333333
155,150,97,FRIJOL,2007B,0.65,PANQUEBA,0.749285714
80,75,56,FRIJOL,2007B,0.75,MONIQUIRA,0.755
80,80,80,FRIJOL,2007B,1,TIPACOQUE,1.15
58,51,82,FRIJOL,2007B,1.6,PACHAVITA,1.6875
50,50,42,FRIJOL,2007B,0.84,FIRAVITOBA,0.81
40,39,63,FRIJOL,2007B,1.62,ALMEIDA,1.56
40,10,7,FRIJOL,2007B,0.7,TIBASOSA,0.693333333
20,19,19,FRIJOL,2007B,1,CHINAVITA,0.967083333
20,16,22,FRIJOL,2007B,1.38,TASCO,1.3
18,18,36,FRIJOL,2007B,2,GARAGOA,2
14,14,9,FRIJOL,2007B,0.64,CHIVOR,0.671875
10,10,8,FRIJOL,2007B,0.8,BRICENO,0.84
10,9,11,FRIJOL,2007B,1.2,LA UVITA,1.19625
8,8,12,FRIJOL,2007B,1.5,TUTA,1.515
5,5,5,FRIJOL,2007B,1,GUACAMAYAS,1
5,5,8,FRIJOL,2007B,1.6,SOGAMOSO,1.525
