area sembrada,area cosechada,produccion,rendimiento,cultivo,municipio,PERIODO
110,110,115,1.05,FRIJOL,TENZA,2017B
110,108,113,1.05,FRIJOL,ZETAQUIRA,2017B
100,100,100,1,FRIJOL,MONIQUIRA,2017B
85,80,64,0.8,FRIJOL,CHIQUINQUIRA,2017B
60,51,31,0.6,FRIJOL,SAN PABLO DE BORBUR,2017B
50,50,40,0.8,FRIJOL,SAN MATEO,2017B
45,43,43,1,FRIJOL,COPER,2017B
42,42,52,1.24,FRIJOL,TIBANA,2017B
40,40,53,1.33,FRIJOL,ALMEIDA,2017B
40,32,32,1,FRIJOL,CALDAS,2017B
40,40,40,1,FRIJOL,CAMPOHERMOSO,2017B
40,39,41,1.05,FRIJOL,GUAYATA,2017B
35,35,35,1,FRIJOL,SOCOTA,2017B
31,31,43,1.4,FRIJOL,CIENEGA,2017B
30,25,10,0.4,FRIJOL,BOAVITA,2017B
30,30,31,1.05,FRIJOL,NUEVO COLON,2017B
30,30,41,1.4,FRIJOL,SAN EDUARDO,2017B
30,30,42,1.4,FRIJOL,SUTATENZA,2017B
28,28,33,1.19,FRIJOL,UMBITA,2017B
22,20,20,1,FRIJOL,CHITARAQUE,2017B
22,22,23,1.05,FRIJOL,RONDON,2017B
21,15,18,1.2,FRIJOL,GUATEQUE,2017B
20,18,18,1,FRIJOL,CHIQUIZA,2017B
20,20,24,1.2,FRIJOL,CHISCAS,2017B
20,18,22,1.2,FRIJOL,MIRAFLORES,2017B
20,20,28,1.4,FRIJOL,RAMIRIQUI,2017B
20,20,20,1,FRIJOL,SANTANA,2017B
20,19,20,1.05,FRIJOL,SOATA,2017B
20,18,18,1,FRIJOL,TURMEQUE,2017B
18,16,17,1.05,FRIJOL,NOBSA,2017B
16,16,13,0.8,FRIJOL,BRICENO,2017B
15,15,8,0.5,FRIJOL,EL ESPINO,2017B
15,15,21,1.4,FRIJOL,JENESANO,2017B
15,14,14,1,FRIJOL,LA UVITA,2017B
15,15,15,1.02,FRIJOL,PAEZ,2017B
14,13,14,1.05,FRIJOL,SOMONDOCO,2017B
13,11,14,1.26,FRIJOL,SOTAQUIRA,2017B
12,12,6,0.5,FRIJOL,SATIVANORTE,2017B
11,9,12,1.4,FRIJOL,CHINAVITA,2017B
10,10,10,1.05,FRIJOL,FIRAVITOBA,2017B
10,10,10,1,FRIJOL,SAN JOSE DE PARE,2017B
9,9,9,1,FRIJOL,CHIVOR,2017B
8,8,8,1.05,FRIJOL,SOGAMOSO,2017B
8,6,4,0.6,FRIJOL,BERBEO,2017B
8,7,10,1.47,FRIJOL,CUCAITA,2017B
8,6,7,1.2,FRIJOL,JERICO,2017B
8,8,8,1.05,FRIJOL,MUZO,2017B
8,6,4,0.6,FRIJOL,QUIPAMA,2017B
6,5,5,1,FRIJOL,TINJACA,2017B
5,5,5,1,FRIJOL,ARCABUCO,2017B
5,4,3,0.8,FRIJOL,TUNUNGUA,2017B
5,5,5,1,FRIJOL,VIRACACHA,2017B
4,4,3,0.7,FRIJOL,SUSACON,2017B
3,3,4,1.26,FRIJOL,BELEN,2017B
3,3,3,1,FRIJOL,CORRALES,2017B
3,2,2,1.05,FRIJOL,OTANCHE,2017B
3,3,2,0.5,FRIJOL,SAN MIGUEL DE SEMA,2017B
3,3,4,1.4,FRIJOL,VILLA DE LEYVA,2017B
2,2,3,1.4,FRIJOL,LA VICTORIA,2017B
2,2,3,1.54,FRIJOL,SATIVASUR,2017B
2,2,3,1.4,FRIJOL,SUTAMARCHAN,2017B
2,1,1,0.4,FRIJOL,PAUNA,2017B
1,1,1,1.3,FRIJOL,PAIPA,2017B
300,300,378,1.26,FRIJOL,LA CAPILLA,2018A
270,270,378,1.4,FRIJOL,MACANAL,2018A
199,199,190,0.95,FRIJOL,TIPACOQUE,2018A
180,180,90,0.5,FRIJOL,COVARACHIA,2018A
150,150,150,1,FRIJOL,PACHAVITA,2018A
110,110,110,1,FRIJOL,MONIQUIRA,2018A
100,100,60,0.6,FRIJOL,SAN PABLO DE BORBUR,2018A
90,90,72,0.8,FRIJOL,CHIQUINQUIRA,2018A
80,80,84,1.05,FRIJOL,SOATA,2018A
60,60,60,1,FRIJOL,CAMPOHERMOSO,2018A
60,60,84,1.4,FRIJOL,JENESANO,2018A
52,52,43,0.82,FRIJOL,GUACAMAYAS,2018A
51,51,42,0.82,FRIJOL,BUSBANZA,2018A
50,50,40,0.8,FRIJOL,SAN MATEO,2018A
45,45,45,1,FRIJOL,COPER,2018A
41,41,58,1.42,FRIJOL,SAN EDUARDO,2018A
40,40,40,1,FRIJOL,CALDAS,2018A
40,40,40,1,FRIJOL,SOCOTA,2018A
40,40,40,1,FRIJOL,TURMEQUE,2018A
35,35,14,0.4,FRIJOL,BOAVITA,2018A
35,35,49,1.4,FRIJOL,CIENEGA,2018A
33,33,13,0.4,FRIJOL,FLORESTA,2018A
30,30,30,1,FRIJOL,CHITARAQUE,2018A
30,30,67,2.24,FRIJOL,MIRAFLORES,2018A
30,30,42,1.4,FRIJOL,SUTATENZA,2018A
26,26,27,1.04,FRIJOL,BUENAVISTA,2018A
26,26,37,1.44,FRIJOL,GAMEZA,2018A
26,26,30,1.17,FRIJOL,GUATEQUE,2018A
25,25,30,1.2,FRIJOL,CHISCAS,2018A
25,25,25,1,FRIJOL,SANTANA,2018A
24,24,30,1.26,FRIJOL,BELEN,2018A
24,24,34,1.42,FRIJOL,GUICAN,2018A
24,24,29,1.23,FRIJOL,TIBANA,2018A
23,23,26,1.11,FRIJOL,GARAGOA,2018A
23,23,24,1.06,FRIJOL,LABRANZAGRANDE,2018A
21,21,9,0.41,FRIJOL,CHITA,2018A
20,20,20,1,FRIJOL,CHIQUIZA,2018A
20,20,10,0.5,FRIJOL,EL ESPINO,2018A
20,20,21,1.05,FRIJOL,NOBSA,2018A
20,20,28,1.4,FRIJOL,RAMIRIQUI,2018A
20,20,21,1.05,FRIJOL,RONDON,2018A
20,20,20,1,FRIJOL,SAN JOSE DE PARE,2018A
20,20,10,0.5,FRIJOL,SAN MIGUEL DE SEMA,2018A
20,20,24,1.19,FRIJOL,UMBITA,2018A
18,18,18,1,FRIJOL,LA UVITA,2018A
16,16,10,0.6,FRIJOL,BERBEO,2018A
16,16,13,0.8,FRIJOL,BRICENO,2018A
15,15,15,1.02,FRIJOL,PAEZ,2018A
15,15,19,1.26,FRIJOL,SOTAQUIRA,2018A
13,13,18,1.4,FRIJOL,CHINAVITA,2018A
13,13,14,1.05,FRIJOL,SOMONDOCO,2018A
12,12,15,1.22,FRIJOL,BETEITIVA,2018A
11,11,8,0.76,FRIJOL,PAZ DE RIO,2018A
10,10,10,1,FRIJOL,CHIVOR,2018A
10,10,14,1.4,FRIJOL,LA VICTORIA,2018A
10,10,7,0.71,FRIJOL,PANQUEBA,2018A
10,10,6,0.6,FRIJOL,QUIPAMA,2018A
10,10,14,1.4,FRIJOL,VILLA DE LEYVA,2018A
9,9,9,1,FRIJOL,CORRALES,2018A
9,9,22,2.49,FRIJOL,PAJARITO,2018A
9,9,9,1.05,FRIJOL,SOGAMOSO,2018A
9,9,6,0.7,FRIJOL,SUSACON,2018A
8,8,8,1.05,FRIJOL,MUZO,2018A
8,8,9,1.14,FRIJOL,SOCHA,2018A
8,8,8,1,FRIJOL,TINJACA,2018A
6,6,6,1.04,FRIJOL,EL COCUY,2018A
6,6,7,1.2,FRIJOL,JERICO,2018A
6,6,6,1.05,FRIJOL,OTANCHE,2018A
6,6,8,1.4,FRIJOL,SUTAMARCHAN,2018A
6,6,7,1.14,FRIJOL,TASCO,2018A
5,5,5,1,FRIJOL,ARCABUCO,2018A
5,5,7,1.47,FRIJOL,CUCAITA,2018A
5,5,8,1.54,FRIJOL,SATIVASUR,2018A
5,5,4,0.8,FRIJOL,TUNUNGUA,2018A
5,5,5,1,FRIJOL,VIRACACHA,2018A
4,4,5,1.3,FRIJOL,PAIPA,2018A
3,3,3,1.05,FRIJOL,TENZA,2018A
3,3,4,1.22,FRIJOL,TUTA,2018A
2,2,1,0.4,FRIJOL,PAUNA,2018A
6,5,5,0.9,FRIJOL,SAN EDUARDO,2015A
9,9,9,1,FRIJOL,SAN EDUARDO,2015B
50,50,52,1.05,FRIJOL,FIRAVITOBA,2017A
8,8,6,0.7,FRIJOL,CHIVOR,2017A
50,50,52,1.05,FRIJOL,FIRAVITOBA,2018A
9,9,6,0.7,FRIJOL,CHIVOR,2018A
5,4,3,0.8,FRIJOL,SOMONDOCO,2015A
15,15,23,1.5,FRIJOL,MIRAFLORES,2015B
2,2,2,1.05,FRIJOL,GUACAMAYAS,2017A
3,3,3,1.07,FRIJOL,GUACAMAYAS,2018A
1800,1750,30000,17.14,PAPA,VENTAQUEMADA,2006B
1674,1650,23100,14,PAPA,SIACHOQUE,2006B
1200,1050,18000,17.14,PAPA,UMBITA,2006B
1000,970,22000,22.68,PAPA,TUTAZA,2006B
718,701,14020,20,PAPA,CHIQUIZA,2006B
700,680,10200,15,PAPA,TOCA,2006B
690,650,10400,16,PAPA,TUNJA,2006B
580,560,8960,16,PAPA,TOTA,2006B
550,520,8840,17,PAPA,BELEN,2006B
550,530,8500,16.04,PAPA,SAMACA,2006B
480,450,8500,18.89,PAPA,SABOYA,2006B
460,430,5332,12.4,PAPA,COMBITA,2006B
450,430,5500,12.79,PAPA,MONGUI,2006B
450,450,4950,11,PAPA,SOGAMOSO,2006B
400,350,9800,28,PAPA,SORACA,2006B
374,350,5250,15,PAPA,VIRACACHA,2006B
350,340,6800,20,PAPA,MOTAVITA,2006B
320,190,2425,12.76,PAPA,TURMEQUE,2006B
300,280,8400,30,PAPA,AQUITANIA,2006B
300,300,4800,16,PAPA,PESCA,2006B
270,170,3565,20.97,PAPA,CIENEGA,2006B
250,200,2400,12,PAPA,BOYACA,2006B
250,250,2850,11.4,PAPA,CALDAS,2006B
250,250,3500,14,PAPA,EL COCUY,2006B
250,240,3840,16,PAPA,SUSACON,2006B
245,230,3680,16,PAPA,GAMEZA,2006B
241,241,3120,12.95,PAPA,SOCOTA,2006B
240,210,2970,14.14,PAPA,CHIVATA,2006B
240,150,1800,12,PAPA,CUCAITA,2006B
230,230,2990,13,PAPA,CHIQUINQUIRA,2006B
220,220,5500,25,PAPA,ARCABUCO,2006B
215,215,3340,15.53,PAPA,SOTAQUIRA,2006B
185,185,3070,16.59,PAPA,FIRAVITOBA,2006B
160,140,2240,16,PAPA,TASCO,2006B
150,150,2250,15,PAPA,PAUNA,2006B
131,79,1152,14.66,PAPA,RAMIRIQUI,2006B
121,118,1416,12,PAPA,SOCHA,2006B
120,120,2160,18,PAPA,CHISCAS,2006B
120,120,1200,10,PAPA,GACHANTIVA,2006B
120,110,1320,12,PAPA,PAIPA,2006B
100,100,1500,15,PAPA,GUICAN,2006B
100,100,1400,14,PAPA,JENESANO,2006B
100,80,800,10,PAPA,JERICO,2006B
100,100,2000,20,PAPA,PANQUEBA,2006B
100,100,950,9.5,PAPA,SORA,2006B
100,100,1200,12,PAPA,TIBANA,2006B
90,90,1080,12,PAPA,VILLA DE LEYVA,2006B
80,40,720,18,PAPA,CHITA,2006B
80,80,960,12,PAPA,SANTA SOFIA,2006B
80,75,1350,18,PAPA,SATIVANORTE,2006B
80,80,1200,15,PAPA,SUTAMARCHAN,2006B
80,80,800,10,PAPA,TUTA,2006B
75,75,750,10,PAPA,RAQUIRA,2006B
74,60,900,15,PAPA,OICATA,2006B
60,50,650,13,PAPA,DUITAMA,2006B
60,58,812,14,PAPA,SANTA ROSA DE VITERBO,2006B
60,60,800,13.33,PAPA,TIBASOSA,2006B
58,56,560,10,PAPA,CERINZA,2006B
50,45,700,15.56,PAPA,LA UVITA,2006B
50,50,750,15,PAPA,NUEVO COLON,2006B
40,40,625,15.63,PAPA,CUITIVA,2006B
30,30,375,12.5,PAPA,BETEITIVA,2006B
30,30,450,15,PAPA,BUENAVISTA,2006B
30,30,330,11,PAPA,GUACAMAYAS,2006B
20,18,468,26,PAPA,PACHAVITA,2006B
20,18,200,11.11,PAPA,PAZ DE RIO,2006B
20,20,300,15,PAPA,TINJACA,2006B
18,18,150,8.33,PAPA,SATIVASUR,2006B
18,18,200,11.11,PAPA,TOPAGA,2006B
15,14,98,7,PAPA,CHINAVITA,2006B
15,15,195,13,PAPA,MONGUA,2006B
15,15,188,12.5,PAPA,NOBSA,2006B
10,10,150,15,PAPA,EL ESPINO,2006B
10,10,120,12,PAPA,IZA,2006B
8,8,48,6,PAPA,CORRALES,2006B
7,4,25,6.25,PAPA,RONDON,2006B
6,6,68,11.4,PAPA,GARAGOA,2006B
6,6,48,8,PAPA,SOMONDOCO,2006B
4,4,80,20,PAPA,PAJARITO,2006B
3,3,30,10,PAPA,TIPACOQUE,2006B
3,3,10,4,PAPA,SOATA,2006B
1,1,3,3,PAPA,SACHICA,2006B
2000,1971,37500,19.03,PAPA,VENTAQUEMADA,2007A
1850,1740,21000,12.07,PAPA,SIACHOQUE,2007A
1000,1000,30000,30,PAPA,SORACA,2007A
985,900,13500,15,PAPA,SOCOTA,2007A
950,900,13500,15,PAPA,TOCA,2007A
850,850,10200,12,PAPA,SOGAMOSO,2007A
850,750,14500,19.33,PAPA,TUTAZA,2007A
805,800,12000,15,PAPA,TUNJA,2007A
771,763,16226,21.27,PAPA,CHIQUIZA,2007A
750,750,15000,20,PAPA,BELEN,2007A
630,580,9300,16.03,PAPA,TOTA,2007A
600,520,10000,19.23,PAPA,SABOYA,2007A
521,500,9500,19,PAPA,COMBITA,2007A
500,500,7000,14,PAPA,EL COCUY,2007A
500,400,8000,20,PAPA,MOTAVITA,2007A
400,200,3000,15,PAPA,MONGUI,2007A
400,330,6400,19.39,PAPA,PESCA,2007A
400,320,5760,18,PAPA,SAMACA,2007A
325,305,4600,15.08,PAPA,SOTAQUIRA,2007A
320,240,7200,30,PAPA,AQUITANIA,2007A
305,285,4275,15,PAPA,GAMEZA,2007A
300,205,1850,9.02,PAPA,CIENEGA,2007A
300,280,4200,15,PAPA,TASCO,2007A
300,250,2500,10,PAPA,TUTA,2007A
280,140,1960,14,PAPA,TURMEQUE,2007A
274,250,3600,14.4,PAPA,VIRACACHA,2007A
270,260,3120,12,PAPA,CUCAITA,2007A
250,250,2850,11.4,PAPA,CALDAS,2007A
240,240,4320,18,PAPA,CHITA,2007A
230,225,2925,13,PAPA,MONGUA,2007A
230,220,3520,16,PAPA,SUSACON,2007A
220,220,5500,25,PAPA,ARCABUCO,2007A
200,200,3000,15,PAPA,BOYACA,2007A
200,200,2000,10,PAPA,SORA,2007A
190,190,1930,10.16,PAPA,CHIQUINQUIRA,2007A
190,185,2835,15.32,PAPA,FIRAVITOBA,2007A
180,180,3250,18.06,PAPA,UMBITA,2007A
160,120,1320,11,PAPA,PAIPA,2007A
150,150,2750,18.33,PAPA,CHISCAS,2007A
150,150,2250,15,PAPA,GUICAN,2007A
130,130,2600,20,PAPA,PANQUEBA,2007A
127,102,1224,12,PAPA,CHIVATA,2007A
122,122,1790,14.67,PAPA,RAMIRIQUI,2007A
115,112,1344,12,PAPA,SOCHA,2007A
100,90,1350,15,PAPA,OICATA,2007A
90,85,1530,18,PAPA,SATIVANORTE,2007A
80,65,845,13,PAPA,DUITAMA,2007A
80,80,1120,14,PAPA,JENESANO,2007A
80,80,1200,15,PAPA,SUTAMARCHAN,2007A
75,75,750,10,PAPA,RAQUIRA,2007A
70,70,910,13,PAPA,JERICO,2007A
70,50,700,14,PAPA,SANTA ROSA DE VITERBO,2007A
65,65,650,10,PAPA,FLORESTA,2007A
60,57,980,17.19,PAPA,CERINZA,2007A
60,60,600,10,PAPA,GACHANTIVA,2007A
60,60,900,15,PAPA,NUEVO COLON,2007A
60,60,900,15,PAPA,SANTA SOFIA,2007A
60,60,800,13.33,PAPA,TIBASOSA,2007A
60,60,720,12,PAPA,VILLA DE LEYVA,2007A
50,45,680,15.11,PAPA,LA UVITA,2007A
50,50,600,12,PAPA,TIBANA,2007A
41,37,959,26,PAPA,PACHAVITA,2007A
40,40,625,15.63,PAPA,CUITIVA,2007A
30,30,375,12.5,PAPA,BETEITIVA,2007A
25,25,250,10,PAPA,ALMEIDA,2007A
25,25,275,11,PAPA,GUACAMAYAS,2007A
20,20,300,15,PAPA,BUENAVISTA,2007A
20,20,400,20,PAPA,PAUNA,2007A
20,18,220,12.22,PAPA,PAZ DE RIO,2007A
20,20,160,8,PAPA,SATIVASUR,2007A
20,20,300,15,PAPA,TINJACA,2007A
20,18,220,12.22,PAPA,TOPAGA,2007A
15,15,113,7.5,PAPA,CHINAVITA,2007A
14,14,157,11.21,PAPA,IZA,2007A
12,12,96,8,PAPA,SOMONDOCO,2007A
10,10,125,12.5,PAPA,NOBSA,2007A
7,5,35,7,PAPA,CORRALES,2007A
6,6,96,16,PAPA,EL ESPINO,2007A
5,4,40,10,PAPA,BUSBANZA,2007A
4,4,46,11.4,PAPA,GARAGOA,2007A
4,4,80,20,PAPA,PAJARITO,2007A
3,3,18,6,PAPA,RONDON,2007A
2,2,20,10,PAPA,TIPACOQUE,2007A
2,1,4,4,PAPA,SOATA,2007A
1,1,3,3,PAPA,SACHICA,2007A
2300,1700,25500,15,PAPA,VENTAQUEMADA,2007B
1800,1800,27000,15,PAPA,TOCA,2007B
1600,1420,24120,16.99,PAPA,SIACHOQUE,2007B
1500,783,5525,7.06,PAPA,SAMACA,2007B
1200,1150,17560,15.27,PAPA,TUNJA,2007B
1100,1050,15750,15,PAPA,CHIQUIZA,2007B
1100,800,24000,30,PAPA,TUTAZA,2007B
674,674,14154,21,PAPA,VIRACACHA,2007B
625,591,7445,12.6,PAPA,SABOYA,2007B
600,600,12800,21.33,PAPA,SORACA,2007B
600,600,9000,15,PAPA,TOTA,2007B
510,200,2400,12,PAPA,CUCAITA,2007B
500,500,6000,12,PAPA,SOGAMOSO,2007B
360,360,4920,13.67,PAPA,MOTAVITA,2007B
350,280,4680,16.71,PAPA,COMBITA,2007B
350,350,5250,15,PAPA,GAMEZA,2007B
350,350,5550,15.86,PAPA,PESCA,2007B
334,334,4008,12,PAPA,OICATA,2007B
330,330,6270,19,PAPA,CALDAS,2007B
300,280,8400,30,PAPA,AQUITANIA,2007B
300,300,5400,18,PAPA,BELEN,2007B
300,205,1850,9.02,PAPA,CIENEGA,2007B
300,250,3750,15,PAPA,MONGUI,2007B
250,250,3500,14,PAPA,EL COCUY,2007B
250,250,3800,15.2,PAPA,SOTAQUIRA,2007B
240,240,3600,15,PAPA,UMBITA,2007B
237,230,2760,12,PAPA,CHIVATA,2007B
230,230,2760,12,PAPA,MONGUA,2007B
220,220,5500,25,PAPA,ARCABUCO,2007B
185,185,3070,16.59,PAPA,FIRAVITOBA,2007B
180,180,1980,11,PAPA,PAIPA,2007B
180,180,2700,15,PAPA,TURMEQUE,2007B
170,170,1360,8,PAPA,CHIQUINQUIRA,2007B
150,150,2250,15,PAPA,BOYACA,2007B
125,125,1490,11.92,PAPA,VILLA DE LEYVA,2007B
121,118,1180,10,PAPA,SOCHA,2007B
120,120,2400,20,PAPA,CHISCAS,2007B
100,100,1800,18,PAPA,CHITA,2007B
100,100,950,9.5,PAPA,SORA,2007B
100,100,1000,10,PAPA,TUTA,2007B
95,95,855,9,PAPA,RAMIRIQUI,2007B
80,70,840,12,PAPA,JERICO,2007B
80,75,900,12,PAPA,TASCO,2007B
75,70,980,14,PAPA,JENESANO,2007B
70,70,700,10,PAPA,SANTA SOFIA,2007B
70,70,840,12,PAPA,SOCOTA,2007B
65,65,845,13,PAPA,DUITAMA,2007B
60,60,625,10.42,PAPA,CUITIVA,2007B
50,45,270,6,PAPA,LA UVITA,2007B
45,45,675,15,PAPA,BUENAVISTA,2007B
45,45,555,12.33,PAPA,PANQUEBA,2007B
40,38,1140,30,PAPA,SUSACON,2007B
40,40,532,13.3,PAPA,TIBASOSA,2007B
30,30,120,4,PAPA,BETEITIVA,2007B
30,30,360,12,PAPA,GACHANTIVA,2007B
30,30,350,11.67,PAPA,PAUNA,2007B
30,28,448,16,PAPA,SATIVANORTE,2007B
25,25,270,10.8,PAPA,GUACAMAYAS,2007B
25,25,72,2.94,PAPA,TINJACA,2007B
20,20,425,21.25,PAPA,IZA,2007B
18,18,110,6.11,PAPA,SATIVASUR,2007B
17,15,120,8,PAPA,CHINAVITA,2007B
15,13,20,1.54,PAPA,RAQUIRA,2007B
15,15,100,6.67,PAPA,TOPAGA,2007B
12,12,180,15,PAPA,EL ESPINO,2007B
10,10,110,11,PAPA,GARAGOA,2007B
8,8,84,10.5,PAPA,SAN MIGUEL DE SEMA,2007B
8,8,80,10,PAPA,SOATA,2007B
7,7,56,8,PAPA,SOMONDOCO,2007B
5,5,50,10,PAPA,PISBA,2007B
4,4,80,20,PAPA,PAJARITO,2007B
3,3,36,12,PAPA,PACHAVITA,2007B
1,1,10,10,PAPA,SACHICA,2007B
2000,2000,32000,16,PAPA,VENTAQUEMADA,2008A
1600,1600,25300,15.81,PAPA,PESCA,2008A
1500,1100,34000,30.91,PAPA,TUTAZA,2008A
1380,1350,23000,17.04,PAPA,SIACHOQUE,2008A
1300,1250,25000,20,PAPA,CHIQUIZA,2008A
1300,1200,18560,15.47,PAPA,SAMACA,2008A
1200,1200,18000,15,PAPA,TOTA,2008A
1112,1112,23264,20.92,PAPA,MOTAVITA,2008A
1100,1100,23600,21.45,PAPA,SORACA,2008A
1100,1100,15900,14.45,PAPA,TOCA,2008A
1000,1000,15600,15.6,PAPA,TUNJA,2008A
900,300,4500,15,PAPA,MONGUI,2008A
750,750,9375,12.5,PAPA,SOGAMOSO,2008A
700,700,15300,21.86,PAPA,VIRACACHA,2008A
650,591,7445,12.6,PAPA,SABOYA,2008A
500,500,9000,18,PAPA,BELEN,2008A
500,500,7000,14,PAPA,EL COCUY,2008A
500,300,3600,12,PAPA,OICATA,2008A
395,395,3160,8,PAPA,CUCAITA,2008A
353,330,3432,10.4,PAPA,CHIVATA,2008A
325,325,4920,15.14,PAPA,SOTAQUIRA,2008A
320,320,4800,15,PAPA,GAMEZA,2008A
300,280,8000,28.57,PAPA,AQUITANIA,2008A
280,280,4650,16.61,PAPA,COMBITA,2008A
270,250,1700,6.8,PAPA,CIENEGA,2008A
240,240,3600,15,PAPA,UMBITA,2008A
220,220,5500,25,PAPA,ARCABUCO,2008A
200,200,3600,18,PAPA,CHITA,2008A
200,200,2000,10,PAPA,SORA,2008A
190,185,2835,15.32,PAPA,FIRAVITOBA,2008A
180,180,2700,15,PAPA,TURMEQUE,2008A
180,180,1800,10,PAPA,TUTA,2008A
150,150,2250,15,PAPA,BOYACA,2008A
130,130,1170,9,PAPA,CHIQUINQUIRA,2008A
113,110,1100,10,PAPA,SOCHA,2008A
110,110,1320,12,PAPA,RAMIRIQUI,2008A
100,100,2000,20,PAPA,CHISCAS,2008A
94,94,1120,11.91,PAPA,VILLA DE LEYVA,2008A
90,90,900,10,PAPA,CALDAS,2008A
90,90,990,11,PAPA,PAIPA,2008A
90,85,1020,12,PAPA,TASCO,2008A
82,82,1230,15,PAPA,SOCOTA,2008A
68,62,620,10,PAPA,FLORESTA,2008A
60,58,696,12,PAPA,CERINZA,2008A
60,60,650,10.83,PAPA,CUITIVA,2008A
60,60,800,13.33,PAPA,TIBASOSA,2008A
50,50,700,14,PAPA,JENESANO,2008A
50,45,270,6,PAPA,LA UVITA,2008A
50,47,658,14,PAPA,SANTA ROSA DE VITERBO,2008A
40,40,600,15,PAPA,BUENAVISTA,2008A
40,35,438,12.5,PAPA,JERICO,2008A
40,40,480,12,PAPA,MONGUA,2008A
40,38,1140,30,PAPA,SUSACON,2008A
35,35,155,4.49,PAPA,BETEITIVA,2008A
30,30,390,13,PAPA,DUITAMA,2008A
30,30,300,10,PAPA,PAUNA,2008A
30,30,480,16,PAPA,SATIVANORTE,2008A
28,28,340,12.14,PAPA,PANQUEBA,2008A
25,25,300,12,PAPA,SANTA SOFIA,2008A
25,25,72,2.88,PAPA,TINJACA,2008A
24,24,230,9.58,PAPA,GUACAMAYAS,2008A
20,20,206,10.3,PAPA,ALMEIDA,2008A
20,18,146,8.11,PAPA,CHINAVITA,2008A
20,20,160,8,PAPA,LABRANZAGRANDE,2008A
18,18,110,6.11,PAPA,SATIVASUR,2008A
17,17,347,20.41,PAPA,IZA,2008A
15,15,165,11,PAPA,GARAGOA,2008A
12,12,92,8,PAPA,SOMONDOCO,2008A
10,10,150,15,PAPA,EL ESPINO,2008A
10,10,75,7.5,PAPA,TOPAGA,2008A
8,8,160,20,PAPA,PACHAVITA,2008A
7,7,62,8.86,PAPA,SAN MIGUEL DE SEMA,2008A
6,6,60,10,PAPA,PISBA,2008A
4,4,80,20,PAPA,PAJARITO,2008A
2,2,24,12,PAPA,GACHANTIVA,2008A
1,1,10,10,PAPA,SACHICA,2008A
1800,1800,26900,14.94,PAPA,TOCA,2008B
1800,1800,27000,15,PAPA,VENTAQUEMADA,2008B
1720,1600,28600,17.88,PAPA,SIACHOQUE,2008B
1200,1100,17240,15.67,PAPA,TUNJA,2008B
1106,847,18126,21.4,PAPA,SAMACA,2008B
1000,1000,30000,30,PAPA,TUTAZA,2008B
750,750,16400,21.87,PAPA,VIRACACHA,2008B
700,650,7800,12,PAPA,CHIQUIZA,2008B
650,591,7445,12.6,PAPA,SABOYA,2008B
650,650,13860,21.32,PAPA,SORACA,2008B
600,600,7200,12,PAPA,SOGAMOSO,2008B
500,500,7500,15,PAPA,TOTA,2008B
400,400,5000,12.5,PAPA,MONGUI,2008B
393,390,4680,12,PAPA,CHIVATA,2008B
360,360,6480,18,PAPA,BELEN,2008B
360,360,6400,17.78,PAPA,COMBITA,2008B
350,350,5550,15.86,PAPA,PESCA,2008B
330,330,4950,15,PAPA,GAMEZA,2008B
320,320,6760,21.13,PAPA,MOTAVITA,2008B
300,300,3300,11,PAPA,CUCAITA,2008B
300,300,3600,12,PAPA,OICATA,2008B
280,280,1500,5.36,PAPA,CIENEGA,2008B
252,252,3812,15.13,PAPA,SOTAQUIRA,2008B
250,240,7200,30,PAPA,AQUITANIA,2008B
250,250,3500,14,PAPA,EL COCUY,2008B
240,240,3600,15,PAPA,UMBITA,2008B
230,230,2990,13,PAPA,MONGUA,2008B
220,220,5500,25,PAPA,ARCABUCO,2008B
180,180,2700,15,PAPA,TURMEQUE,2008B
170,170,1360,8,PAPA,CHIQUINQUIRA,2008B
150,150,2250,15,PAPA,BOYACA,2008B
130,130,2500,19.23,PAPA,CALDAS,2008B
112,110,1100,10,PAPA,SOCHA,2008B
100,100,1800,18,PAPA,CHITA,2008B
90,90,990,11,PAPA,PAIPA,2008B
90,90,1040,11.56,PAPA,VILLA DE LEYVA,2008B
80,70,1260,18,PAPA,CHISCAS,2008B
80,60,565,9.42,PAPA,FIRAVITOBA,2008B
80,80,960,12,PAPA,RAMIRIQUI,2008B
80,80,1000,12.5,PAPA,SORA,2008B
74,74,1050,14.19,PAPA,SOCOTA,2008B
70,70,840,12,PAPA,TASCO,2008B
60,60,650,10.83,PAPA,CUITIVA,2008B
60,60,600,10,PAPA,TUTA,2008B
50,42,588,14,PAPA,JENESANO,2008B
50,45,270,6,PAPA,LA UVITA,2008B
40,38,456,12,PAPA,CERINZA,2008B
40,38,532,14,PAPA,SANTA ROSA DE VITERBO,2008B
40,40,540,13.5,PAPA,TIBASOSA,2008B
30,30,390,13,PAPA,DUITAMA,2008B
30,30,310,10.33,PAPA,GUACAMAYAS,2008B
30,30,350,11.67,PAPA,PAUNA,2008B
30,30,480,16,PAPA,SATIVANORTE,2008B
21,21,236,11.24,PAPA,PANQUEBA,2008B
20,20,300,15,PAPA,BUENAVISTA,2008B
20,20,425,21.25,PAPA,IZA,2008B
18,18,270,15,PAPA,SANTA SOFIA,2008B
